trsx_id,client_id,cart_id,product_id,date,amount,price,products_price,cart_price
TRX006093,CLI0121,CRT01723,PRD0190,2026-01-29 20:47:18,8,23.22,185.76,1990.6599999999999
TRX006094,CLI0252,CRT00699,PRD0050,2026-02-18 11:40:27,4,164.79,659.16,2216.78
TRX006095,CLI0238,CRT01403,PRD0024,2026-06-30 23:03:41,3,78.71,236.13,3412.1899999999996
TRX006096,CLI0428,CRT00400,PRD0116,2026-03-06 07:04:30,2,281.93,563.86,1733.5
TRX006097,CLI0200,CRT00688,PRD0151,2026-04-07 08:01:53,7,121.08,847.56,7780.32
TRX006098,CLI0191,CRT00062,PRD0160,2026-01-06 12:18:04,6,246.16,1476.96,5859.58
TRX006099,CLI0247,CRT01523,PRD0157,2026-05-25 15:52:36,1,263.29,263.29,5231.17
TRX006100,CLI0196,CRT01222,PRD0052,2026-06-23 11:29:37,3,68.6,205.79999999999998,2322.56
TRX006101,CLI0243,CRT03008,PRD0073,2026-02-04 04:00:38,5,292.23,1461.15,6413.85
TRX006102,CLI0097,CRT02368,PRD0193,2026-05-02 03:57:19,3,190.14,570.42,1105.78
TRX006103,CLI0388,CRT01564,PRD0181,2026-04-21 01:32:52,4,318.21,1272.84,6546.029999999999
TRX006104,CLI0129,CRT02462,PRD0106,2026-01-25 21:50:25,9,102.2,919.8000000000001,1110.4
TRX006105,CLI0046,CRT02087,PRD0002,2026-07-24 22:44:49,10,38.12,381.2,6495.79
TRX006106,CLI0280,CRT01737,PRD0050,2026-04-19 17:17:20,4,164.79,659.16,1752.6000000000001
TRX006107,CLI0127,CRT00716,PRD0089,2026-07-08 01:13:12,6,57.82,346.92,5521.290000000001
TRX006108,CLI0156,CRT01965,PRD0153,2026-03-02 07:37:30,5,63.71,318.55,318.55
TRX006109,CLI0296,CRT01169,PRD0061,2026-05-08 08:37:11,5,111.48,557.4,5120.650000000001
TRX006110,CLI0238,CRT03500,PRD0027,2026-04-17 15:28:03,1,209.57,209.57,439.28
TRX006111,CLI0102,CRT02813,PRD0067,2026-01-22 19:15:49,8,327.31,2618.48,6290.7
TRX006112,CLI0072,CRT02720,PRD0006,2026-05-28 17:51:23,2,207.27,414.54,3294.51
TRX006113,CLI0261,CRT02125,PRD0112,2026-07-12 18:21:55,2,344.42,688.84,3398.28
TRX006114,CLI0001,CRT00549,PRD0195,2026-02-10 03:09:42,1,11.49,11.49,3548.3900000000003
TRX006115,CLI0406,CRT02835,PRD0085,2026-01-06 04:35:31,8,239.52,1916.16,1916.16
TRX006116,CLI0101,CRT03286,PRD0107,2026-01-13 17:59:00,3,114.48,343.44,538.86
TRX006117,CLI0052,CRT03227,PRD0193,2026-05-06 00:47:57,10,190.14,1901.3999999999999,4350.07
TRX006118,CLI0080,CRT02935,PRD0109,2026-04-25 08:26:12,9,181.62,1634.58,1902.05
TRX006119,CLI0375,CRT03114,PRD0006,2026-01-28 14:27:08,6,207.27,1243.6200000000001,4244.1
TRX006120,CLI0164,CRT01529,PRD0037,2026-04-29 04:55:59,1,171.38,171.38,4732.1
TRX006121,CLI0287,CRT00522,PRD0046,2026-05-23 17:36:47,3,234.97,704.91,4641.47
TRX006122,CLI0180,CRT01237,PRD0119,2026-02-26 10:18:52,4,332.64,1330.56,6044.61
TRX006123,CLI0015,CRT00225,PRD0027,2026-06-25 04:45:25,1,209.57,209.57,2515.0
TRX006124,CLI0068,CRT00842,PRD0025,2026-03-28 03:00:19,6,265.13,1590.78,2226.86
TRX006125,CLI0308,CRT00484,PRD0178,2026-02-06 21:12:48,1,198.09,198.09,5830.38
TRX006126,CLI0164,CRT02989,PRD0184,2026-02-07 14:13:16,7,85.85,600.9499999999999,1292.59
TRX006127,CLI0381,CRT00067,PRD0007,2026-04-24 11:40:56,7,149.36,1045.52,3128.02
TRX006128,CLI0039,CRT00202,PRD0180,2026-07-05 03:41:16,8,217.4,1739.2,5451.5
TRX006129,CLI0084,CRT00932,PRD0125,2026-02-19 08:14:18,2,54.91,109.82,2613.7599999999998
TRX006130,CLI0088,CRT01452,PRD0144,2026-07-22 09:27:59,5,213.05,1065.25,2408.8500000000004
TRX006131,CLI0229,CRT00351,PRD0066,2026-03-03 23:23:02,9,148.18,1333.6200000000001,4552.38
TRX006132,CLI0379,CRT03378,PRD0081,2026-03-20 08:41:16,6,151.12,906.72,4219.360000000001
TRX006133,CLI0329,CRT02194,PRD0083,2026-06-22 23:40:00,4,194.5,778.0,1342.52
TRX006134,CLI0429,CRT00088,PRD0042,2026-03-08 03:17:27,4,88.65,354.6,388.40000000000003
TRX006135,CLI0330,CRT00238,PRD0119,2026-02-10 18:24:25,4,332.64,1330.56,2805.38
TRX006136,CLI0344,CRT00408,PRD0116,2026-06-17 08:32:20,2,281.93,563.86,4357.9
TRX006137,CLI0101,CRT01565,PRD0027,2026-01-28 01:11:38,8,209.57,1676.56,5719.88
TRX006138,CLI0031,CRT01700,PRD0163,2026-05-14 07:18:19,2,278.04,556.08,10294.35
TRX006139,CLI0227,CRT01636,PRD0114,2026-04-28 01:18:36,5,141.38,706.9,4007.54
TRX006140,CLI0207,CRT03199,PRD0156,2026-03-23 18:50:00,8,87.81,702.48,7461.8
TRX006141,CLI0182,CRT00131,PRD0032,2026-02-27 11:10:50,10,224.53,2245.3,5778.679999999999
TRX006142,CLI0034,CRT02622,PRD0178,2026-06-14 12:29:47,6,198.09,1188.54,1297.74
TRX006143,CLI0379,CRT00920,PRD0100,2026-03-12 05:31:57,6,252.5,1515.0,6730.61
TRX006144,CLI0375,CRT00826,PRD0166,2026-07-26 20:58:54,5,124.75,623.75,4492.29
TRX006145,CLI0062,CRT02689,PRD0140,2026-01-30 03:00:31,2,80.42,160.84,3430.7
TRX006146,CLI0425,CRT01933,PRD0051,2026-04-11 01:51:14,3,142.41,427.23,2536.99
TRX006147,CLI0343,CRT02872,PRD0032,2026-01-04 20:05:21,10,224.53,2245.3,4580.14
TRX006148,CLI0221,CRT01971,PRD0062,2026-01-30 22:29:05,9,321.99,2897.91,5321.93
TRX006149,CLI0203,CRT02450,PRD0073,2026-04-20 04:23:54,3,292.23,876.69,1712.8100000000002
TRX006150,CLI0192,CRT02477,PRD0082,2026-05-08 10:47:57,5,316.62,1583.1,4145.88
TRX006151,CLI0003,CRT02438,PRD0116,2026-01-13 13:44:25,10,281.93,2819.3,4781.74
TRX006152,CLI0152,CRT02010,PRD0023,2026-04-18 14:38:11,3,262.09,786.27,3950.46
TRX006153,CLI0359,CRT01103,PRD0184,2026-06-20 12:01:36,3,85.85,257.54999999999995,1854.75
TRX006154,CLI0155,CRT02337,PRD0116,2026-07-10 09:59:34,1,281.93,281.93,2679.91
TRX006155,CLI0104,CRT02478,PRD0062,2026-02-08 13:40:50,3,321.99,965.97,1994.16
TRX006156,CLI0310,CRT01109,PRD0023,2026-05-28 04:38:17,9,262.09,2358.81,2822.33
TRX006157,CLI0167,CRT00603,PRD0002,2026-04-03 22:18:38,9,38.12,343.08,4087.1200000000003
TRX006158,CLI0182,CRT00895,PRD0039,2026-06-10 11:00:26,2,305.67,611.34,4458.620000000001
TRX006159,CLI0138,CRT02131,PRD0037,2026-05-22 21:20:30,6,171.38,1028.28,4306.79
TRX006160,CLI0191,CRT00133,PRD0112,2026-03-08 21:19:11,3,344.42,1033.26,1033.26
TRX006161,CLI0234,CRT02064,PRD0002,2026-05-02 01:11:13,1,38.12,38.12,7752.959999999999
TRX006162,CLI0169,CRT02264,PRD0001,2026-02-11 03:49:02,9,260.19,2341.71,4522.7
TRX006163,CLI0363,CRT02093,PRD0065,2026-01-07 20:49:32,10,88.06,880.6,6001.6
TRX006164,CLI0244,CRT01740,PRD0141,2026-07-03 13:23:20,6,13.28,79.67999999999999,4795.5
TRX006165,CLI0316,CRT03195,PRD0036,2026-06-14 14:19:12,3,86.2,258.6,258.6
TRX006166,CLI0162,CRT02742,PRD0098,2026-07-21 15:47:16,2,136.36,272.72,7306.88
TRX006167,CLI0426,CRT01853,PRD0068,2026-07-01 17:28:15,8,140.04,1120.32,8946.14
TRX006168,CLI0268,CRT01725,PRD0016,2026-06-20 21:07:56,7,223.15,1562.05,5967.75
TRX006169,CLI0271,CRT00783,PRD0188,2026-01-11 02:33:45,9,281.86,2536.7400000000002,4941.0
TRX006170,CLI0033,CRT00228,PRD0030,2026-03-08 23:50:48,1,153.58,153.58,3762.58
TRX006171,CLI0051,CRT01622,PRD0032,2026-07-08 01:55:27,2,224.53,449.06,5352.92
TRX006172,CLI0307,CRT01537,PRD0141,2026-07-12 06:05:06,3,13.28,39.839999999999996,4976.74
TRX006173,CLI0246,CRT00421,PRD0151,2026-04-29 16:12:53,7,121.08,847.56,6573.8
TRX006174,CLI0088,CRT01452,PRD0017,2026-07-22 09:27:59,10,134.36,1343.6000000000001,2408.8500000000004
TRX006175,CLI0132,CRT02111,PRD0178,2026-01-24 04:10:26,7,198.09,1386.63,4813.9
TRX006176,CLI0224,CRT02625,PRD0073,2026-07-26 08:29:47,3,292.23,876.69,4957.65
TRX006177,CLI0264,CRT00358,PRD0074,2026-07-25 18:31:20,6,229.76,1378.56,3224.19
TRX006178,CLI0398,CRT03179,PRD0055,2026-04-27 20:04:57,1,349.75,349.75,4591.84
TRX006179,CLI0296,CRT03345,PRD0080,2026-06-15 03:42:57,6,342.98,2057.88,4862.01
TRX006180,CLI0212,CRT00520,PRD0106,2026-05-22 20:18:00,1,102.2,102.2,6401.39
TRX006181,CLI0415,CRT01698,PRD0124,2026-06-07 15:47:29,8,96.92,775.36,1016.62
TRX006182,CLI0240,CRT03334,PRD0132,2026-04-09 06:50:30,4,153.95,615.8,6600.02
TRX006183,CLI0415,CRT01698,PRD0140,2026-06-07 15:47:29,3,80.42,241.26,1016.62
TRX006184,CLI0071,CRT01999,PRD0012,2026-07-25 15:36:46,5,69.32,346.59999999999997,8050.73
TRX006185,CLI0157,CRT00869,PRD0178,2026-04-26 17:09:19,10,198.09,1980.9,6898.06
TRX006186,CLI0258,CRT02909,PRD0082,2026-07-01 19:07:02,2,316.62,633.24,660.92
TRX006187,CLI0357,CRT02668,PRD0027,2026-05-04 10:35:52,4,209.57,838.28,6543.92
TRX006188,CLI0183,CRT01530,PRD0094,2026-02-11 01:55:32,10,179.52,1795.2,2001.49
TRX006189,CLI0406,CRT00739,PRD0131,2026-01-28 04:34:52,5,212.13,1060.65,3198.89
TRX006190,CLI0130,CRT02412,PRD0004,2026-02-23 18:25:30,4,178.11,712.44,2154.42
TRX006191,CLI0355,CRT01804,PRD0020,2026-04-12 07:43:35,1,75.82,75.82,2873.82
TRX006192,CLI0021,CRT02069,PRD0035,2026-05-14 05:34:53,4,344.9,1379.6,3802.27
TRX006193,CLI0371,CRT01012,PRD0137,2026-06-26 22:01:09,3,116.26,348.78000000000003,720.02
TRX006194,CLI0435,CRT01990,PRD0115,2026-02-21 15:59:14,6,301.5,1809.0,3146.5299999999997
TRX006195,CLI0095,CRT00399,PRD0051,2026-02-26 22:27:36,1,142.41,142.41,142.41
TRX006196,CLI0105,CRT02137,PRD0035,2026-07-20 05:11:00,3,344.9,1034.6999999999998,2416.5999999999995
TRX006197,CLI0057,CRT02825,PRD0011,2026-02-18 10:22:22,8,104.38,835.04,4556.82
TRX006198,CLI0247,CRT00235,PRD0174,2026-03-30 23:21:10,5,6.76,33.8,3583.37
TRX006199,CLI0045,CRT02879,PRD0080,2026-01-28 04:45:02,10,342.98,3429.8,6757.030000000001
TRX006200,CLI0314,CRT00925,PRD0097,2026-03-01 21:42:46,7,275.78,1930.4599999999998,4408.45
TRX006201,CLI0046,CRT03092,PRD0182,2026-01-19 06:31:26,3,200.1,600.3,4452.33
TRX006202,CLI0001,CRT02969,PRD0069,2026-02-27 00:52:25,4,112.37,449.48,2282.5699999999997
TRX006203,CLI0076,CRT03346,PRD0147,2026-04-29 03:54:07,9,208.25,1874.25,7622.78
TRX006204,CLI0036,CRT00489,PRD0187,2026-02-28 13:46:12,4,241.37,965.48,5182.93
TRX006205,CLI0141,CRT00751,PRD0162,2026-06-03 20:11:22,9,195.42,1758.78,10183.78
TRX006206,CLI0354,CRT00179,PRD0041,2026-01-30 15:10:27,5,228.33,1141.65,5553.4
TRX006207,CLI0392,CRT01613,PRD0115,2026-07-02 21:11:13,5,301.5,1507.5,8127.950000000001
TRX006208,CLI0059,CRT03165,PRD0075,2026-02-15 16:42:18,1,38.5,38.5,2243.26
TRX006209,CLI0074,CRT02955,PRD0191,2026-06-10 21:49:55,4,288.92,1155.68,3777.11
TRX006210,CLI0020,CRT00370,PRD0029,2026-01-23 02:40:00,8,95.22,761.76,3683.1400000000003
TRX006211,CLI0322,CRT01438,PRD0048,2026-01-06 10:40:26,7,275.16,1926.1200000000001,3118.9
TRX006212,CLI0352,CRT02944,PRD0112,2026-06-05 06:50:21,6,344.42,2066.52,3639.06
TRX006213,CLI0333,CRT02313,PRD0080,2026-01-10 07:32:38,5,342.98,1714.9,6656.74
TRX006214,CLI0092,CRT02308,PRD0142,2026-03-24 13:36:45,4,55.45,221.8,5862.42
TRX006215,CLI0033,CRT02208,PRD0003,2026-06-10 22:45:58,10,149.12,1491.2,6290.22
TRX006216,CLI0327,CRT02312,PRD0010,2026-07-22 21:15:43,10,162.15,1621.5,5348.31
TRX006217,CLI0071,CRT00909,PRD0018,2026-05-29 19:42:36,10,115.19,1151.9,11510.77
TRX006218,CLI0252,CRT02974,PRD0052,2026-02-13 04:00:35,5,68.6,343.0,1213.1200000000001
TRX006219,CLI0348,CRT03157,PRD0090,2026-05-28 00:31:23,3,15.96,47.88,3780.86
TRX006220,CLI0003,CRT01911,PRD0119,2026-04-12 04:14:53,9,332.64,2993.7599999999998,6046.98
TRX006221,CLI0100,CRT03407,PRD0046,2026-04-07 23:15:20,6,234.97,1409.82,2278.23
TRX006222,CLI0324,CRT00293,PRD0081,2026-02-25 07:18:50,9,151.12,1360.08,9838.789999999999
TRX006223,CLI0274,CRT01293,PRD0016,2026-04-26 00:35:51,1,223.15,223.15,512.59
TRX006224,CLI0333,CRT02457,PRD0149,2026-06-09 13:26:02,4,344.39,1377.56,1522.3999999999999
TRX006225,CLI0350,CRT02154,PRD0107,2026-03-29 23:07:32,4,114.48,457.92,850.02
TRX006226,CLI0422,CRT01796,PRD0101,2026-03-14 06:53:40,1,26.82,26.82,1882.61
TRX006227,CLI0323,CRT01766,PRD0020,2026-04-24 23:20:30,9,75.82,682.3799999999999,2211.96
TRX006228,CLI0080,CRT03476,PRD0127,2026-03-19 22:52:24,7,24.14,168.98000000000002,5184.1900000000005
TRX006229,CLI0299,CRT02047,PRD0002,2026-02-19 13:09:12,5,38.12,190.6,3164.6400000000003
TRX006230,CLI0382,CRT03153,PRD0073,2026-02-18 15:17:53,2,292.23,584.46,1547.4
TRX006231,CLI0401,CRT03142,PRD0145,2026-06-02 07:13:45,5,40.06,200.3,3580.9700000000003
TRX006232,CLI0324,CRT00293,PRD0114,2026-02-25 07:18:50,9,141.38,1272.42,9838.789999999999
TRX006233,CLI0268,CRT01556,PRD0100,2026-07-15 12:27:12,7,252.5,1767.5,3991.82
TRX006234,CLI0128,CRT00079,PRD0197,2026-01-09 16:37:07,4,267.68,1070.72,2177.8500000000004
TRX006235,CLI0091,CRT02927,PRD0196,2026-03-07 00:34:09,3,349.85,1049.5500000000002,4424.6
TRX006236,CLI0378,CRT01763,PRD0134,2026-03-25 16:30:09,10,343.3,3433.0,3940.06
TRX006237,CLI0326,CRT02057,PRD0006,2026-04-19 16:01:22,1,207.27,207.27,3690.71
TRX006238,CLI0133,CRT01015,PRD0026,2026-05-15 20:56:25,9,238.97,2150.73,4780.96
TRX006239,CLI0157,CRT02316,PRD0015,2026-04-19 13:43:45,6,125.96,755.76,2513.21
TRX006240,CLI0351,CRT00107,PRD0027,2026-01-28 17:32:22,1,209.57,209.57,2036.7
TRX006241,CLI0343,CRT02872,PRD0024,2026-01-04 20:05:21,6,78.71,472.26,4580.14
TRX006242,CLI0162,CRT00248,PRD0113,2026-01-31 18:06:31,1,310.43,310.43,409.08000000000004
TRX006243,CLI0337,CRT01914,PRD0110,2026-07-10 21:54:50,5,286.9,1434.5,9751.08
TRX006244,CLI0343,CRT01397,PRD0145,2026-03-20 05:53:27,9,40.06,360.54,934.3399999999999
TRX006245,CLI0071,CRT00911,PRD0026,2026-03-21 19:04:16,8,238.97,1911.76,6038.849999999999
TRX006246,CLI0184,CRT01873,PRD0046,2026-06-20 03:29:57,2,234.97,469.94,1458.74
TRX006247,CLI0412,CRT00563,PRD0030,2026-05-12 09:22:56,6,153.58,921.48,2979.53
TRX006248,CLI0246,CRT00421,PRD0114,2026-04-29 16:12:53,10,141.38,1413.8,6573.8
TRX006249,CLI0353,CRT03314,PRD0169,2026-01-14 09:27:17,1,259.17,259.17,3658.84
TRX006250,CLI0364,CRT03093,PRD0167,2026-07-17 16:46:30,6,82.61,495.65999999999997,3176.98
TRX006251,CLI0085,CRT01827,PRD0116,2026-03-22 17:53:12,2,281.93,563.86,5084.38
TRX006252,CLI0243,CRT02582,PRD0171,2026-07-13 12:16:15,9,127.91,1151.19,6225.9
TRX006253,CLI0183,CRT00816,PRD0151,2026-02-09 05:02:21,3,121.08,363.24,2023.22
TRX006254,CLI0051,CRT03440,PRD0118,2026-03-08 10:59:46,4,163.96,655.84,2781.9500000000003
TRX006255,CLI0183,CRT03404,PRD0102,2026-05-08 01:07:30,8,233.03,1864.24,6769.0199999999995
TRX006256,CLI0419,CRT01309,PRD0119,2026-01-28 04:09:25,8,332.64,2661.12,3114.48
TRX006257,CLI0086,CRT03264,PRD0021,2026-01-09 18:37:04,3,175.98,527.9399999999999,2946.64
TRX006258,CLI0149,CRT01887,PRD0108,2026-04-30 15:55:25,2,166.93,333.86,5168.35
TRX006259,CLI0354,CRT00217,PRD0188,2026-05-03 15:21:18,1,281.86,281.86,1489.05
TRX006260,CLI0026,CRT00090,PRD0182,2026-02-11 20:50:07,10,200.1,2001.0,4834.5
TRX006261,CLI0268,CRT01891,PRD0183,2026-04-20 10:45:29,1,74.71,74.71,5736.22
TRX006262,CLI0076,CRT01466,PRD0163,2026-04-06 16:19:36,8,278.04,2224.32,10066.05
TRX006263,CLI0291,CRT01121,PRD0016,2026-07-21 12:27:32,5,223.15,1115.75,1263.93
TRX006264,CLI0185,CRT02334,PRD0169,2026-01-10 19:52:48,5,259.17,1295.8500000000001,5175.2300000000005
TRX006265,CLI0039,CRT02901,PRD0161,2026-02-12 15:56:16,5,331.95,1659.75,1659.75
TRX006266,CLI0177,CRT00630,PRD0130,2026-01-06 14:59:30,8,312.35,2498.8,6451.72
TRX006267,CLI0227,CRT00662,PRD0017,2026-06-10 04:36:09,10,134.36,1343.6000000000001,3037.7300000000005
TRX006268,CLI0115,CRT01973,PRD0121,2026-05-05 09:23:13,4,301.87,1207.48,1800.92
TRX006269,CLI0432,CRT01049,PRD0195,2026-02-12 20:47:19,10,11.49,114.9,1343.8899999999999
TRX006270,CLI0264,CRT01412,PRD0181,2026-06-22 13:15:08,2,318.21,636.42,2379.97
TRX006271,CLI0061,CRT02677,PRD0094,2026-05-12 23:40:09,2,179.52,359.04,2670.4
TRX006272,CLI0098,CRT02338,PRD0167,2026-06-30 21:59:31,8,82.61,660.88,2737.0200000000004
TRX006273,CLI0405,CRT03270,PRD0092,2026-02-17 13:01:30,2,10.72,21.44,2881.5299999999997
TRX006274,CLI0223,CRT01789,PRD0140,2026-07-17 16:31:08,8,80.42,643.36,1950.2
TRX006275,CLI0199,CRT01749,PRD0023,2026-01-03 14:18:28,5,262.09,1310.4499999999998,4692.539999999999
TRX006276,CLI0262,CRT02860,PRD0159,2026-04-20 23:26:33,1,125.8,125.8,3343.96
TRX006277,CLI0234,CRT00947,PRD0062,2026-01-11 08:56:47,1,321.99,321.99,6163.83
TRX006278,CLI0244,CRT00579,PRD0037,2026-03-22 12:52:18,4,171.38,685.52,3098.36
TRX006279,CLI0243,CRT02347,PRD0113,2026-03-01 18:46:50,5,310.43,1552.15,5162.450000000001
TRX006280,CLI0410,CRT01959,PRD0094,2026-02-11 22:38:26,6,179.52,1077.1200000000001,2511.03
TRX006281,CLI0070,CRT01767,PRD0048,2026-01-01 14:35:15,7,275.16,1926.1200000000001,1926.1200000000001
TRX006282,CLI0051,CRT01622,PRD0083,2026-07-08 01:55:27,9,194.5,1750.5,5352.92
TRX006283,CLI0032,CRT02633,PRD0078,2026-06-01 19:30:02,9,172.26,1550.34,3940.04
TRX006284,CLI0283,CRT02026,PRD0070,2026-03-21 18:58:52,5,218.35,1091.75,1091.75
TRX006285,CLI0302,CRT03497,PRD0016,2026-05-07 13:22:27,9,223.15,2008.3500000000001,2008.3500000000001
TRX006286,CLI0160,CRT03256,PRD0186,2026-02-12 07:29:38,7,13.84,96.88,4681.77
TRX006287,CLI0414,CRT01670,PRD0048,2026-05-06 03:38:34,6,275.16,1650.96,5878.5599999999995
TRX006288,CLI0155,CRT02224,PRD0015,2026-06-06 22:47:55,8,125.96,1007.68,5038.4
TRX006289,CLI0381,CRT00935,PRD0061,2026-06-21 07:23:05,4,111.48,445.92,3338.45
TRX006290,CLI0365,CRT02061,PRD0116,2026-04-28 04:42:38,8,281.93,2255.44,2974.2
TRX006291,CLI0312,CRT00803,PRD0196,2026-03-03 20:30:12,5,349.85,1749.25,3158.14
TRX006292,CLI0356,CRT00413,PRD0159,2026-05-30 05:32:54,5,125.8,629.0,10655.130000000001
TRX006293,CLI0284,CRT03167,PRD0094,2026-06-02 05:55:19,10,179.52,1795.2,4429.93
TRX006294,CLI0105,CRT00310,PRD0090,2026-07-12 19:42:12,7,15.96,111.72,3475.74
TRX006295,CLI0322,CRT02034,PRD0152,2026-05-10 12:54:21,7,336.37,2354.59,3093.07
TRX006296,CLI0306,CRT00394,PRD0130,2026-04-11 19:33:25,7,312.35,2186.4500000000003,4669.45
TRX006297,CLI0373,CRT01496,PRD0142,2026-04-24 15:07:54,1,55.45,55.45,1265.63
TRX006298,CLI0217,CRT01731,PRD0093,2026-02-25 05:15:10,8,302.86,2422.88,7822.91
TRX006299,CLI0104,CRT01932,PRD0035,2026-03-17 20:43:56,3,344.9,1034.6999999999998,1546.3399999999997
TRX006300,CLI0157,CRT00869,PRD0151,2026-04-26 17:09:19,4,121.08,484.32,6898.06
TRX006301,CLI0083,CRT01707,PRD0060,2026-03-07 21:53:24,7,339.13,2373.91,2551.21
TRX006302,CLI0391,CRT02360,PRD0128,2026-07-19 19:34:24,7,9.29,65.03,5517.49
TRX006303,CLI0061,CRT02830,PRD0040,2026-04-18 17:48:23,1,256.15,256.15,2007.6999999999998
TRX006304,CLI0306,CRT01937,PRD0177,2026-07-07 20:10:53,5,221.23,1106.1499999999999,5312.94
TRX006305,CLI0111,CRT00785,PRD0172,2026-05-13 03:32:09,8,97.82,782.56,2946.6000000000004
TRX006306,CLI0261,CRT02531,PRD0125,2026-07-01 17:47:24,5,54.91,274.54999999999995,3356.52
TRX006307,CLI0030,CRT01240,PRD0093,2026-06-02 23:54:22,2,302.86,605.72,3007.0
TRX006308,CLI0309,CRT02727,PRD0100,2026-05-22 07:51:56,3,252.5,757.5,5999.33
TRX006309,CLI0063,CRT01611,PRD0121,2026-03-01 15:27:46,1,301.87,301.87,4413.070000000001
TRX006310,CLI0346,CRT02793,PRD0174,2026-07-15 19:03:38,9,6.76,60.839999999999996,4346.65
TRX006311,CLI0129,CRT02817,PRD0073,2026-02-27 17:08:15,2,292.23,584.46,2637.04
TRX006312,CLI0371,CRT02346,PRD0023,2026-07-11 07:38:28,9,262.09,2358.81,4366.9
TRX006313,CLI0112,CRT01394,PRD0181,2026-02-03 13:02:56,1,318.21,318.21,3730.77
TRX006314,CLI0212,CRT01025,PRD0151,2026-01-12 12:09:10,4,121.08,484.32,1119.07
TRX006315,CLI0116,CRT00159,PRD0171,2026-06-27 12:32:14,7,127.91,895.37,4703.02
TRX006316,CLI0315,CRT02117,PRD0045,2026-03-25 06:36:24,9,301.22,2710.9800000000005,8560.28
TRX006317,CLI0374,CRT01476,PRD0104,2026-04-24 12:19:52,10,46.73,467.29999999999995,467.29999999999995
TRX006318,CLI0405,CRT02239,PRD0136,2026-02-19 20:52:12,4,303.73,1214.92,2529.4900000000002
TRX006319,CLI0210,CRT02923,PRD0009,2026-06-06 10:44:12,9,297.0,2673.0,6692.299999999999
TRX006320,CLI0062,CRT01318,PRD0032,2026-03-12 05:08:32,3,224.53,673.59,7612.33
TRX006321,CLI0337,CRT01914,PRD0184,2026-07-10 21:54:50,6,85.85,515.0999999999999,9751.08
TRX006322,CLI0374,CRT02522,PRD0010,2026-07-05 13:37:34,3,162.15,486.45000000000005,3762.87
TRX006323,CLI0353,CRT03275,PRD0162,2026-01-03 11:58:25,9,195.42,1758.78,4276.18
TRX006324,CLI0172,CRT01503,PRD0055,2026-01-17 21:30:21,10,349.75,3497.5,3497.5
TRX006325,CLI0192,CRT00930,PRD0107,2026-02-17 14:06:25,5,114.48,572.4,2278.49
TRX006326,CLI0061,CRT01791,PRD0004,2026-02-27 07:23:46,1,178.11,178.11,4063.82
TRX006327,CLI0357,CRT00531,PRD0060,2026-06-25 01:53:42,5,339.13,1695.65,1695.65
TRX006328,CLI0354,CRT01554,PRD0059,2026-04-03 05:03:40,4,252.15,1008.6,1064.05
TRX006329,CLI0033,CRT00536,PRD0117,2026-03-09 08:04:27,10,196.2,1962.0,3533.71
TRX006330,CLI0314,CRT01184,PRD0084,2026-01-14 12:30:29,4,129.22,516.88,516.88
TRX006331,CLI0413,CRT01351,PRD0011,2026-07-14 16:29:54,6,104.38,626.28,2901.19
TRX006332,CLI0209,CRT00560,PRD0007,2026-05-10 03:52:34,2,149.36,298.72,1447.62
TRX006333,CLI0272,CRT03267,PRD0010,2026-04-01 14:30:06,7,162.15,1135.05,1964.21
TRX006334,CLI0133,CRT02030,PRD0058,2026-03-03 11:03:58,1,275.33,275.33,2231.6000000000004
TRX006335,CLI0125,CRT00852,PRD0121,2026-01-19 09:41:38,3,301.87,905.61,1988.68
TRX006336,CLI0085,CRT02207,PRD0084,2026-03-26 11:18:57,7,129.22,904.54,1730.5
TRX006337,CLI0166,CRT00964,PRD0071,2026-06-27 23:36:50,10,76.57,765.6999999999999,2545.7799999999997
TRX006338,CLI0337,CRT01914,PRD0046,2026-07-10 21:54:50,6,234.97,1409.82,9751.08
TRX006339,CLI0098,CRT00002,PRD0084,2026-04-15 20:10:28,8,129.22,1033.76,3063.86
TRX006340,CLI0299,CRT03387,PRD0058,2026-01-01 17:46:43,8,275.33,2202.64,2202.64
TRX006341,CLI0142,CRT03361,PRD0034,2026-05-16 22:06:59,6,115.14,690.84,3361.56
TRX006342,CLI0154,CRT02726,PRD0077,2026-02-25 04:53:10,3,75.69,227.07,9658.92
TRX006343,CLI0252,CRT00931,PRD0156,2026-05-02 05:00:24,7,87.81,614.6700000000001,9575.79
TRX006344,CLI0361,CRT01401,PRD0139,2026-04-14 06:44:01,7,30.96,216.72,5841.03
TRX006345,CLI0393,CRT02439,PRD0028,2026-02-21 09:05:28,9,301.62,2714.58,2714.58
TRX006346,CLI0274,CRT00798,PRD0074,2026-06-03 16:07:46,5,229.76,1148.8,8458.74
TRX006347,CLI0399,CRT00144,PRD0119,2026-01-21 17:45:08,9,332.64,2993.7599999999998,6441.209999999999
TRX006348,CLI0263,CRT01526,PRD0185,2026-07-07 20:56:40,1,144.46,144.46,1462.2600000000002
TRX006349,CLI0291,CRT03448,PRD0045,2026-06-10 16:47:24,4,301.22,1204.88,5795.6
TRX006350,CLI0168,CRT01384,PRD0157,2026-04-22 21:05:51,2,263.29,526.58,2877.2200000000003
TRX006351,CLI0411,CRT00530,PRD0047,2026-05-21 22:21:21,7,327.59,2293.1299999999997,3303.33
